roll_number,department,cgpa,backlogs,internships,technical_skills,technical_skills_count,communication_score,ssc_percentage,hsc_percentage,placement_status,package_offered
ECE20241343,ECE,7.64,1,0,"Excel, Communication, JavaScript, Django, SQL",5,4,74.5,90.8,Placed,11.2
IT20211344,IT,7.31,0,3,"Python, Excel, Machine Learning, AWS, Android",5,7,92.7,73.6,Placed,12
IT20221345,IT,8.11,0,0,"Data Structures, SQL",2,7,82.6,75.8,Placed,11.3
MECH20231346,MECH,7.93,0,0,Android,1,8,73.3,76.3,Placed,8.9
CSE20241347,CSE,8.3,0,0,SQL,1,4,56.6,65.2,Not Placed,
ECE20211348,ECE,7.72,0,3,"Excel, JavaScript, AWS, C++",4,7,84.3,85,Placed,9.2
CSE20221349,CSE,5.62,0,1,"Django, Machine Learning, Data Structures, React, Python",5,9,73.7,58.7,Placed,11.8
MECH20231350,MECH,6.96,0,0,React,1,4,80.1,67,Not Placed,
CSE20241351,CSE,5.92,0,0,"SQL, Python, JavaScript, Excel, Java",5,7,71.6,70.4,Placed,10.9
CIVIL20211352,CIVIL,7.92,0,2,Machine Learning,1,3,79.3,70.9,Placed,9.1
CSE20221353,CSE,7.29,0,1,"SQL, Data Structures, Communication, Android",4,5,77.1,63,Placed,13.6
ECE20231354,ECE,6.01,0,2,"Flask, Data Structures, JavaScript",3,8,82.3,73,Not Placed,
MECH20241355,MECH,6.74,0,0,"Java, AWS, C++, SQL, Django",5,6,77.2,78.1,Not Placed,
MECH20211356,MECH,6.5,0,0,"React, Flask, Data Structures",3,5,79.2,72.7,Not Placed,
MECH20221357,MECH,6.72,0,0,"AWS, Data Structures, JavaScript, Android",4,5,82.9,69,Placed,12.3
EEE20231358,EEE,7.2,0,0,"Java, Excel, Python, React, AWS",5,7,79.3,55.9,Placed,13.6
ECE20241359,ECE,6.5,1,0,"Communication, Django, Flask, Android, AWS",5,7,84.1,66.8,Not Placed,
MECH20211360,MECH,7.24,0,1,"React, C++, Python, Django, Android",5,8,77.5,69.9,Placed,12.8
IT20221361,IT,7.2,3,1,"C++, Python, Java",3,8,71.2,69.4,Not Placed,
ECE20231362,ECE,7.17,3,1,"JavaScript, Excel",2,6,84.5,74,Placed,11
MECH20241363,MECH,6.31,0,0,"JavaScript, Machine Learning, Python, Excel, Communication",5,6,89.5,61.9,Not Placed,
CSE20211364,CSE,8.22,1,2,Data Structures,1,5,76.1,67.5,Placed,12.5
ECE20221365,ECE,6.21,0,3,"Machine Learning, Communication",2,4,75.7,85,Placed,9.8
MECH20231366,MECH,8.28,0,1,Java,1,8,87.6,84.6,Placed,11.6
MECH20241367,MECH,6.07,1,0,"Java, SQL, Django, Android",4,4,82.5,70.1,Not Placed,
EEE20211368,EEE,7.85,0,0,"Data Structures, AWS, Machine Learning",3,7,75.4,84.6,Placed,10.7
ECE20221369,ECE,6.7,2,0,"Machine Learning, Android",2,5,76.7,72.1,Not Placed,
MECH20231370,MECH,8.61,1,0,"C++, Python, Data Structures, React",4,8,75.2,72.1,Placed,12.8
MECH20241371,MECH,7.51,3,0,Machine Learning,1,8,81.4,74.9,Not Placed,
CIVIL20211372,CIVIL,6.44,1,1,"JavaScript, SQL",2,6,64.2,80.3,Not Placed,
CSE20221373,CSE,6.17,1,0,"Java, Machine Learning, Communication, Python, AWS",5,4,70.7,78.1,Placed,8.7
CIVIL20231374,CIVIL,7.51,0,3,"Android, SQL, Communication",3,5,76.3,68.2,Placed,11.8
EEE20241375,EEE,7.98,0,2,"React, Machine Learning, Data Structures",3,5,87.9,71.6,Placed,13.4
EEE20211376,EEE,7.24,0,0,"Excel, AWS, Data Structures, Machine Learning",4,7,87.7,64.1,Placed,8.9
ECE20221377,ECE,6.93,0,0,Flask,1,8,71.2,84.3,Placed,10.6
MECH20231378,MECH,7.38,0,3,"Excel, Communication",2,5,77.7,69.9,Placed,13.1
CSE20241379,CSE,7.26,2,1,"AWS, Android, C++",3,3,81.1,65.6,Not Placed,
IT20211380,IT,6.9,0,2,"JavaScript, Excel, SQL, AWS",4,7,87.3,71.5,Placed,12.9
IT20221381,IT,6.67,0,0,"Django, JavaScript, Machine Learning",3,5,61.1,86.6,Placed,12.9
ECE20231382,ECE,7.15,1,0,"Flask, Django, Excel, Machine Learning, Python",5,6,81.2,76.6,Placed,12
MECH20241383,MECH,8.56,0,0,"JavaScript, AWS, Flask",3,5,75.2,89.9,Placed,9.5
IT20211384,IT,7.39,2,1,"Django, Java, SQL, Data Structures",4,8,86.9,79.6,Placed,13.4
EEE20221385,EEE,6.82,0,0,"C++, AWS, Excel",3,5,68.6,61.4,Placed,11.1
CSE20231386,CSE,6.04,0,1,"Python, Django, React, Communication",4,6,76,59.6,Placed,10.5
CSE20241387,CSE,7.57,1,0,"Java, JavaScript, AWS",3,6,77.6,85.1,Not Placed,
ECE20211388,ECE,7.43,0,1,React,1,7,74.1,94.9,Placed,10.3
CIVIL20221389,CIVIL,7.27,1,1,Data Structures,1,3,72,94,Placed,10.6
IT20231390,IT,5.3,0,2,"Android, C++, JavaScript",3,6,68.2,85.4,Not Placed,
EEE20241391,EEE,8.34,1,0,"React, Communication, JavaScript",3,5,83.9,71,Placed,12.1
CIVIL20211392,CIVIL,7.16,0,1,"Data Structures, Django, Android, JavaScript, SQL",5,7,65.2,63,Placed,11.4
ECE20221393,ECE,6.57,0,0,Flask,1,4,77.6,72.6,Placed,12.1
CSE20231394,CSE,6.84,0,0,"Data Structures, JavaScript, Flask, Excel, Python",5,4,65.4,66.9,Placed,11.7
CSE20241395,CSE,5.72,0,2,Java,1,8,68.4,72.3,Placed,10.2
CSE20211396,CSE,4.92,0,0,"SQL, Java, Flask, Communication, Machine Learning",5,7,88.8,75.8,Placed,12.8
CIVIL20221397,CIVIL,8.11,0,1,"AWS, Excel, Django",3,3,87.5,79.6,Placed,12
MECH20231398,MECH,7.47,0,0,"Machine Learning, Flask, Python",3,6,73.4,57.6,Placed,10.4
ECE20241399,ECE,6.4,0,3,"AWS, Django",2,6,87.3,82.6,Placed,12.2
MECH20211400,MECH,7.81,0,1,"Python, Communication",2,8,77.3,71.3,Placed,7.4
ECE20221401,ECE,6.86,0,0,"Excel, Python, React",3,6,85.6,75.8,Placed,13
CSE20231402,CSE,5.99,2,0,SQL,1,6,84.2,87.7,Not Placed,
CIVIL20241403,CIVIL,6.5,0,0,"Flask, React, JavaScript, Data Structures",4,8,67.7,62.7,Not Placed,
IT20211404,IT,6.62,1,1,"C++, Python",2,5,76.4,85.6,Not Placed,
EEE20221405,EEE,6.09,0,1,"Python, React, Excel, JavaScript",4,8,91.9,84.7,Placed,11.4
ECE20231406,ECE,6.37,0,1,"JavaScript, Communication",2,7,79.3,70.7,Placed,10.2
IT20241407,IT,7.56,0,1,"Machine Learning, Communication",2,6,84.2,74.5,Placed,11.7
CSE20211408,CSE,7.76,2,1,"Excel, Python, Flask",3,5,83,85.5,Placed,11.2
CIVIL20221409,CIVIL,7.28,0,1,"Python, Machine Learning, AWS, Android",4,5,66.8,95.8,Placed,14.5
CSE20231410,CSE,6.64,1,0,"SQL, Communication, Excel, AWS",4,6,65.8,82.1,Placed,11
EEE20241411,EEE,8.49,0,1,Android,1,7,71.7,76.1,Placed,11.8
IT20211412,IT,6.98,0,0,"Android, SQL, Java",3,5,73.8,66.4,Placed,10.3
MECH20221413,MECH,6.81,0,3,"Java, JavaScript",2,7,70.8,76.7,Not Placed,
EEE20231414,EEE,6.36,0,2,"Excel, Android",2,9,77.6,95,Placed,9.6
EEE20241415,EEE,8.36,0,1,SQL,1,7,76.3,72.2,Placed,12.9
EEE20211416,EEE,7.12,0,0,"Python, Android",2,5,68.6,81.1,Not Placed,
ECE20221417,ECE,8.84,2,3,"Flask, AWS, Communication, React",4,5,73.8,68.4,Placed,12.8
ECE20231418,ECE,7.26,0,2,Communication,1,8,78,78,Placed,10.6
CIVIL20241419,CIVIL,9.14,0,2,"AWS, Excel, Django",3,7,77,79.7,Placed,12.9
ECE20211420,ECE,6.91,0,2,"SQL, Flask, Communication, JavaScript",4,6,73.7,71.7,Placed,10.2
MECH20221421,MECH,5.97,0,2,"Data Structures, Machine Learning",2,6,75.2,84.6,Placed,7.4
EEE20231422,EEE,6.91,0,1,Flask,1,6,76,66.3,Not Placed,
MECH20241423,MECH,8.08,0,3,"JavaScript, Django",2,5,85.6,80.3,Placed,11.8
EEE20211424,EEE,8.29,0,0,"Python, SQL",2,5,87.3,81.5,Placed,13.2
IT20221425,IT,7.96,0,1,"JavaScript, SQL, Android, React, Python",5,8,91.3,86.4,Placed,14.4
MECH20231426,MECH,7.1,2,1,Data Structures,1,7,89.3,84.8,Not Placed,
ECE20241427,ECE,8.08,0,2,Excel,1,6,89.9,75.8,Placed,11.5
MECH20211428,MECH,5.31,1,2,"React, Excel, JavaScript, Communication",4,6,74.9,84.3,Not Placed,
CIVIL20221429,CIVIL,8.01,0,0,"Django, Android, Communication, Data Structures",4,7,75.7,74.7,Placed,13.1
EEE20231430,EEE,5.67,0,3,"AWS, Android, Communication, Data Structures, Excel",5,5,76.3,77.4,Placed,10.8
CIVIL20241431,CIVIL,7.45,0,0,"React, AWS, C++, Python",4,6,74.6,73,Placed,11.8
IT20211432,IT,6.96,0,0,"SQL, Java",2,7,80,78.6,Placed,11.9
MECH20221433,MECH,5.77,2,2,"JavaScript, Excel",2,5,88.6,81.9,Placed,10
ECE20231434,ECE,7.37,0,2,"Java, C++, Communication, AWS",4,4,88.9,70.3,Placed,10.2
MECH20241435,MECH,5.08,0,1,"JavaScript, Django",2,6,68.9,82.8,Not Placed,
EEE20211436,EEE,7.93,0,0,"Excel, Django",2,4,79.5,88.5,Placed,11.8
CSE20221437,CSE,8.06,0,0,"Android, AWS, Java",3,6,89,75,Placed,11.7
CIVIL20231438,CIVIL,7.32,0,0,"C++, SQL",2,5,84,99,Placed,9.7
CIVIL20241439,CIVIL,7.82,0,2,"Communication, JavaScript, Java",3,3,86.4,86.2,Placed,13.1
IT20211440,IT,7.3,1,0,"Flask, Java, Python, SQL",4,5,88.1,85.4,Not Placed,
MECH20221441,MECH,8.29,0,0,"Data Structures, Python",2,9,72.5,65.7,Placed,11.3
CIVIL20231442,CIVIL,5.84,0,2,"Communication, C++",2,9,73.1,65.7,Placed,12.4
ECE20241443,ECE,5.46,0,2,"Python, JavaScript",2,4,87.6,79.8,Not Placed,
CIVIL20211444,CIVIL,7.22,3,0,"Excel, Android",2,5,77.5,71.4,Placed,9.7
MECH20221445,MECH,8.32,1,1,"JavaScript, C++, Data Structures, Java, SQL",5,7,75.8,77,Placed,10
IT20231446,IT,8.32,0,0,Data Structures,1,7,84.1,76.9,Placed,12.2
ECE20241447,ECE,8.31,0,0,AWS,1,5,85.7,77.2,Not Placed,
IT20211448,IT,7.46,3,1,"JavaScript, Data Structures",2,5,79.9,80.4,Not Placed,
ECE20221449,ECE,7.96,2,0,"SQL, Java, Python, Communication, Excel",5,6,81.5,68.7,Placed,11.4
ECE20231450,ECE,6.52,0,1,"Communication, Flask, Data Structures, JavaScript, Java",5,3,67.7,74.3,Not Placed,
IT20241451,IT,7.74,0,2,Django,1,6,61.5,82.4,Placed,12.1
MECH20211452,MECH,6.44,0,0,"Machine Learning, SQL",2,6,85.9,76.2,Placed,10.6
EEE20221453,EEE,7.93,1,2,Machine Learning,1,6,82.6,67.3,Placed,12.5
ECE20231454,ECE,6.42,0,1,"Data Structures, Excel, AWS",3,6,76.1,76.4,Not Placed,
IT20241455,IT,7.7,3,0,"Android, SQL",2,8,82.1,68.5,Not Placed,
CIVIL20211456,CIVIL,8.52,1,1,"Django, Excel",2,6,74.6,78.8,Placed,8.9
MECH20221457,MECH,7.42,0,0,"Django, Excel, Communication",3,5,76.9,83.4,Not Placed,
EEE20231458,EEE,5.98,0,0,"Data Structures, Excel, C++, Flask, Communication",5,5,75.6,72.1,Placed,10.9
MECH20241459,MECH,6.44,0,1,Python,1,5,81.4,62.5,Placed,8.5
CIVIL20211460,CIVIL,6.64,0,1,"C++, JavaScript, Java, Android, Data Structures",5,5,76.9,84.3,Placed,13.5
CIVIL20221461,CIVIL,8.12,0,2,"SQL, AWS, Data Structures, Django",4,8,80.3,70.5,Placed,13.6
MECH20231462,MECH,7.01,0,0,"Communication, Data Structures, Python, Machine Learning",4,9,74.3,78.2,Placed,8.5
CIVIL20241463,CIVIL,5.11,1,2,"Machine Learning, C++, JavaScript, React",4,8,73.9,69.2,Placed,11.3
IT20211464,IT,8.09,2,2,"Java, C++",2,5,85.6,90.3,Placed,10.5
CIVIL20221465,CIVIL,7.09,0,2,"Flask, React",2,7,79.6,76.6,Placed,10.8
CSE20231466,CSE,7.15,1,3,"Data Structures, Communication",2,5,85.7,64.5,Placed,12.5
ECE20241467,ECE,6.24,0,0,"Android, Excel",2,8,89.1,87.6,Placed,8.8
IT20211468,IT,8.12,0,2,SQL,1,7,87.9,64.4,Placed,9.5
ECE20221469,ECE,6.77,0,1,"Python, AWS, Flask, C++",4,6,74.8,66.6,Placed,10.4
MECH20231470,MECH,8.45,1,0,"Android, C++",2,7,61.3,63.8,Placed,10
ECE20241471,ECE,6.8,1,2,"Django, Excel, Python, Data Structures",4,5,70.3,75.6,Placed,9.4
CSE20211472,CSE,6.91,0,2,C++,1,4,89.2,76.5,Not Placed,
CSE20221473,CSE,6.66,0,1,"Machine Learning, React, Django, Communication",4,8,83.3,75.8,Placed,10.2
IT20231474,IT,6.81,0,0,"Machine Learning, SQL",2,7,79.6,53.2,Not Placed,
MECH20241475,MECH,7.58,0,2,"Java, Excel, JavaScript, C++, AWS",5,7,70.3,70.6,Placed,15.7
MECH20211476,MECH,7.81,2,2,"Python, Communication, JavaScript",3,8,69,77.4,Placed,11.1
CIVIL20221477,CIVIL,9.02,1,3,"SQL, Python, React, AWS",4,6,79.5,77.3,Placed,11.4
CSE20231478,CSE,5.59,0,0,"Python, Flask",2,5,80.4,73.6,Placed,8.5
MECH20241479,MECH,6.85,0,1,"Android, Flask, SQL",3,4,86.8,79.6,Placed,10.1
CIVIL20211480,CIVIL,7.6,3,0,"Machine Learning, AWS, Flask, Java",4,6,70.2,69.9,Not Placed,
CIVIL20221481,CIVIL,8.49,0,1,"SQL, React",2,7,76.5,72.8,Placed,9
ECE20231482,ECE,8.87,0,1,"Python, Android, Django, SQL, C++",5,6,78.8,77.5,Placed,10.9
IT20241483,IT,7.68,1,2,"Python, AWS, Machine Learning, JavaScript, SQL",5,6,80.3,77.6,Not Placed,
ECE20211484,ECE,8.39,3,1,"Excel, JavaScript",2,8,73.9,66.9,Placed,10.8
EEE20221485,EEE,7.37,1,0,"React, Data Structures, SQL",3,7,73.6,80.6,Placed,13.5
CIVIL20231486,CIVIL,6.18,2,1,"Android, JavaScript, Data Structures, Java",4,4,81.5,78.2,Not Placed,
CIVIL20241487,CIVIL,6.82,2,3,"React, Python",2,6,90.4,89.3,Not Placed,
CIVIL20211488,CIVIL,6.01,0,0,"JavaScript, Excel",2,7,71.9,73.6,Placed,7.8
EEE20221489,EEE,5.84,1,0,"Flask, Java, Python",3,6,78.4,66.6,Not Placed,
CIVIL20231490,CIVIL,6.83,1,1,"Excel, AWS, JavaScript",3,7,86,97.9,Placed,11.2
CIVIL20241491,CIVIL,6.12,0,2,"C++, Machine Learning, Django",3,5,78.4,75,Not Placed,
EEE20211492,EEE,7.42,0,1,"Communication, C++, Python, SQL",4,6,77,85.2,Placed,13.5
MECH20221493,MECH,7.33,0,0,"JavaScript, Android, Excel, Data Structures",4,6,67.1,80.3,Not Placed,
IT20231494,IT,6.76,0,2,"Django, React, JavaScript, Flask",4,3,69.1,74.6,Placed,11
EEE20241495,EEE,6.81,0,2,"Flask, C++",2,6,79.4,78.9,Placed,10.3
MECH20211496,MECH,7.45,0,2,"JavaScript, React",2,5,81.5,77.5,Placed,12.2
IT20221497,IT,6.68,0,1,"Machine Learning, Communication",2,7,85.9,82.7,Not Placed,
EEE20231498,EEE,7.49,0,0,"Flask, Communication",2,8,91.9,65.6,Placed,11.7
IT20241499,IT,8.05,0,1,"Machine Learning, Flask, Java, Python",4,5,82.8,94.9,Placed,10.2
MECH20211500,MECH,7.05,0,2,"Data Structures, Excel, Android, React, Communication",5,7,72.1,71.7,Placed,8.5
MECH20221501,MECH,6.29,0,1,"Data Structures, Communication",2,6,73.1,64.3,Not Placed,
MECH20231502,MECH,5.79,0,1,Communication,1,7,74.7,66.9,Placed,11.9
IT20241503,IT,7.82,0,2,React,1,6,80.3,79.8,Placed,11.2
EEE20211504,EEE,6.93,0,1,Django,1,6,79.8,80.9,Placed,9.8
EEE20221505,EEE,6.85,0,1,"JavaScript, React, Excel, Android, Django",5,8,81.4,65.3,Not Placed,
CSE20231506,CSE,5.42,0,1,"AWS, Communication, Python, SQL, Django",5,6,81.1,85.8,Placed,12.1
CSE20241507,CSE,6.64,0,0,"Django, JavaScript",2,6,79.7,79.9,Placed,7.8
EEE20211508,EEE,7.4,1,1,SQL,1,5,61.1,86.5,Not Placed,
IT20221509,IT,7.86,1,2,"AWS, Java, Python, JavaScript, React",5,6,63.8,70.9,Placed,10.8
CSE20231510,CSE,6.24,0,0,"Django, Machine Learning",2,5,86.5,73.9,Placed,9.4
CSE20241511,CSE,6.15,1,1,"Excel, Android, Java, SQL, Communication",5,6,90.6,73.7,Placed,9.2
EEE20211512,EEE,9.43,0,3,"Android, SQL, Python, Machine Learning",4,4,85.6,63.7,Placed,11.2
CIVIL20221513,CIVIL,6.94,2,2,"React, JavaScript",2,3,90.5,79.4,Not Placed,
CSE20231514,CSE,5.75,0,0,"Communication, Python, Excel, Java",4,8,75.1,54.4,Not Placed,
EEE20241515,EEE,7.05,0,3,"Data Structures, React",2,5,99,80.7,Placed,10
CSE20211516,CSE,8.8,0,1,"Android, Java, Excel, Python",4,4,83.9,87.7,Placed,11.2
ECE20221517,ECE,7.45,0,0,"Flask, Machine Learning, Django, React, Android",5,7,84.7,83.7,Placed,11.2
CSE20231518,CSE,8.03,3,0,"Python, JavaScript",2,5,81.4,88.5,Not Placed,
EEE20241519,EEE,7.44,1,2,Java,1,5,82.1,62.8,Not Placed,
CIVIL20211520,CIVIL,8.06,1,1,"Flask, AWS",2,7,74.3,89.1,Not Placed,
MECH20221521,MECH,7.14,0,2,"Machine Learning, Excel",2,6,78.1,87.9,Placed,12.7
EEE20231522,EEE,8.31,0,1,Java,1,4,63.7,87.3,Placed,13.1
IT20241523,IT,7.39,0,2,"Machine Learning, Django, Excel, SQL",4,4,83.8,82,Not Placed,
IT20211524,IT,7.87,1,0,"Django, Excel, JavaScript",3,8,76.5,85.4,Placed,11.8
EEE20221525,EEE,5.13,2,0,"Excel, Java",2,6,72.2,64.9,Not Placed,
IT20231526,IT,6.88,1,0,Java,1,5,71.4,80.9,Not Placed,
ECE20241527,ECE,5.46,0,3,"Django, Communication, Java, Flask",4,4,74.4,65.5,Placed,13.4
MECH20211528,MECH,7.16,0,1,Data Structures,1,5,83.7,82.3,Placed,11.1
MECH20221529,MECH,7.5,0,1,"React, AWS, Communication, JavaScript, Python",5,5,62.8,81.7,Placed,11.7
MECH20231530,MECH,6.24,0,1,Java,1,5,78.7,87.4,Placed,11.3
CIVIL20241531,CIVIL,8.87,0,1,React,1,6,81.2,77,Not Placed,
CSE20211532,CSE,6.65,0,1,"Java, React, SQL, Data Structures",4,7,72.8,76.6,Placed,15
ECE20221533,ECE,6.79,2,1,"Data Structures, AWS, Python",3,5,82.1,57.7,Placed,14.3
IT20231534,IT,7.41,1,2,"Data Structures, C++, SQL, React, Flask",5,2,74.2,74.2,Placed,11.5
EEE20241535,EEE,7.93,0,1,"SQL, JavaScript, Django, Machine Learning, Excel",5,7,75.9,64.8,Placed,12.7
CIVIL20211536,CIVIL,6.09,1,1,"Data Structures, Java, C++, AWS, Communication",5,4,83.8,82.7,Not Placed,
EEE20221537,EEE,6.34,1,2,SQL,1,7,66.6,65.6,Placed,10.5
EEE20231538,EEE,6.93,0,1,"Excel, Android, Django, Flask, C++",5,6,80.9,68.8,Not Placed,
ECE20241539,ECE,7.11,0,1,"Machine Learning, Communication, SQL, React, Flask",5,9,94.7,67.9,Placed,12.7
IT20211540,IT,6.85,0,1,"AWS, React",2,5,83.5,94,Placed,10.1
CSE20221541,CSE,6.65,0,1,"C++, Machine Learning",2,4,86.2,64.6,Placed,10
IT20231542,IT,6.35,2,1,"Data Structures, C++, Machine Learning",3,7,82.9,74.6,Placed,13.9
CSE20241543,CSE,6.81,2,0,"Java, Data Structures, Machine Learning",3,5,74.7,56.9,Not Placed,
IT20211544,IT,7.4,0,2,"Android, Java, React, Django",4,6,97.7,77.1,Placed,10.8
CSE20221545,CSE,6.87,1,2,"JavaScript, Python",2,6,61.9,79.8,Not Placed,
ECE20231546,ECE,6.91,1,3,"JavaScript, SQL, AWS, Flask",4,8,72.2,67.7,Placed,8.8
CSE20241547,CSE,6.86,0,1,"JavaScript, Flask",2,7,85.7,56.8,Placed,9.2
MECH20211548,MECH,6.96,1,0,"SQL, Android",2,8,73.9,74.1,Not Placed,
EEE20221549,EEE,6.27,0,0,Flask,1,6,81.1,84.4,Not Placed,
EEE20231550,EEE,6.27,2,3,"Machine Learning, Android, Excel",3,5,77.2,84.7,Placed,8.9
CSE20241551,CSE,7.39,0,1,"React, Data Structures, Flask, JavaScript, Communication",5,6,82.2,75.9,Placed,9.6
CSE20211552,CSE,8.08,0,1,"Django, C++, Java",3,7,76.9,70.6,Placed,11.7
EEE20221553,EEE,7.95,1,1,"Machine Learning, Flask, Data Structures, Communication, Python",5,4,76.1,82.7,Placed,11
CIVIL20231554,CIVIL,7.29,0,3,"Machine Learning, Android, JavaScript, Communication",4,6,77.3,69.4,Placed,12.4
ECE20241555,ECE,5.8,0,2,"SQL, Python, Communication, Django",4,7,78.4,61.1,Placed,8.7
IT20211556,IT,6.56,0,0,"Android, Django, Machine Learning",3,5,90.8,61.9,Placed,10.3
CIVIL20221557,CIVIL,7.01,1,2,"Django, Java",2,5,94.5,75.1,Placed,11.3
MECH20231558,MECH,6.93,0,0,"JavaScript, AWS, Excel",3,7,80.2,81.6,Not Placed,
MECH20241559,MECH,5.96,0,1,Flask,1,8,70.4,81.7,Placed,10
IT20211560,IT,6.01,0,3,Machine Learning,1,6,78,75.3,Placed,11.5
MECH20221561,MECH,6.62,0,1,"Communication, Django, React, AWS",4,8,78.9,74.1,Placed,10.3
IT20231562,IT,6.51,2,0,"JavaScript, SQL, Excel",3,6,64.6,57.9,Not Placed,
MECH20241563,MECH,6.3,0,1,"SQL, Android",2,7,69.8,71.1,Not Placed,
ECE20211564,ECE,8.41,1,2,"C++, React, Java, Django",4,6,84.6,66.4,Placed,11.2
CIVIL20221565,CIVIL,6.92,0,1,"React, Java, Django",3,7,74.2,74.4,Not Placed,
CIVIL20231566,CIVIL,6.15,0,2,"React, Machine Learning, AWS, Java, Communication",5,3,78.9,77.7,Placed,12.8
IT20241567,IT,6.12,0,1,"Excel, C++, Django, Flask",4,8,88.9,72.2,Placed,11.2
ECE20211568,ECE,5.88,0,2,"Django, JavaScript",2,6,57.3,67.2,Placed,7.9
EEE20221569,EEE,6.99,3,1,"Communication, Java, Android, Django",4,5,73.6,95.6,Placed,10.8
EEE20231570,EEE,7.84,2,1,"JavaScript, C++, Communication",3,8,88.7,65.1,Placed,12.1
IT20241571,IT,8.8,0,2,React,1,4,90.5,99,Placed,14.3
CIVIL20211572,CIVIL,8.75,0,3,"Android, Excel, Python, SQL, AWS",5,8,70.2,71.8,Placed,14.5
MECH20221573,MECH,7.14,2,1,"AWS, Machine Learning, JavaScript, Android",4,3,70.1,92.2,Placed,12.5
CSE20231574,CSE,7.38,0,1,"C++, Java, Python",3,4,90.5,61.4,Placed,11.7
CSE20241575,CSE,8.44,1,0,"Flask, SQL",2,8,87.2,77.5,Not Placed,
CIVIL20211576,CIVIL,7.81,0,0,Java,1,6,85,74.9,Placed,11.8
EEE20221577,EEE,7.75,1,0,"Flask, Communication",2,9,88.7,71.5,Placed,13.6
CIVIL20231578,CIVIL,7.11,0,0,"Java, AWS, Machine Learning, React, Excel",5,7,73.9,61.5,Not Placed,
IT20241579,IT,7.43,3,1,"Excel, Communication, SQL, AWS",4,8,77.1,63.2,Not Placed,
IT20211580,IT,7.54,0,1,"Excel, Java, Android",3,6,76.9,71.9,Not Placed,
ECE20221581,ECE,8.28,1,1,Python,1,7,85,71.1,Not Placed,
CSE20231582,CSE,5.85,0,2,"Communication, Java, SQL, Django, Android",5,4,68.6,83.5,Placed,11.8
EEE20241583,EEE,7.39,0,0,"SQL, Java, Data Structures, JavaScript",4,7,74.7,81.7,Placed,13.3
CSE20211584,CSE,6.94,0,0,"Data Structures, Java",2,5,73.8,73.1,Not Placed,
CIVIL20221585,CIVIL,6.99,1,0,"SQL, Flask, Java",3,6,74.9,66.3,Placed,9.8
CSE20231586,CSE,6.72,0,3,"JavaScript, Django, AWS",3,5,67.9,89.9,Placed,12.1
CIVIL20241587,CIVIL,6.07,0,0,Excel,1,5,82.3,65.9,Placed,12
IT20211588,IT,7.67,0,3,"AWS, SQL",2,6,82.6,71.4,Not Placed,
ECE20221589,ECE,6.09,0,3,React,1,5,73.2,78.9,Placed,5.1
CSE20231590,CSE,8.48,0,0,"Data Structures, Java, React, C++, JavaScript",5,5,72.1,89.5,Placed,12.2
MECH20241591,MECH,5.68,3,1,"Java, Android, AWS, C++, Data Structures",5,5,76,84.8,Not Placed,
ECE20211592,ECE,5.43,0,2,"AWS, C++",2,8,84.4,67.8,Placed,10.5
CSE20221593,CSE,8.2,0,0,"Python, Android, Flask",3,7,72.3,84.8,Placed,11.9
ECE20231594,ECE,6.43,0,2,"Android, C++, React",3,8,75.4,82,Placed,12.4
CIVIL20241595,CIVIL,7.11,0,0,"Data Structures, Excel, Android, JavaScript",4,6,82.9,69.7,Placed,13
MECH20211596,MECH,6.01,0,2,"Communication, Flask, Excel, Machine Learning",4,6,79,76.9,Placed,6.5
CSE20221597,CSE,7.27,1,3,"Python, Communication, React, Machine Learning, Android",5,7,68.6,77.2,Placed,14.4
CSE20231598,CSE,8.23,0,1,Java,1,5,74.8,67.4,Placed,10.9
MECH20241599,MECH,7.3,0,2,"C++, Flask, Django, SQL, Data Structures",5,6,78.9,73.2,Placed,12.6
EEE20211600,EEE,7.77,0,0,React,1,5,81.6,80,Placed,11.8
ECE20221601,ECE,7.47,0,2,"Django, Communication, Excel, JavaScript, AWS",5,7,77.9,81.4,Placed,10.4
CSE20231602,CSE,6.74,0,2,Machine Learning,1,5,58.4,68.5,Placed,12.2
CSE20241603,CSE,7.18,0,1,Machine Learning,1,5,68,73.1,Placed,13.8
IT20211604,IT,7.88,1,2,"Django, Python, Communication, SQL, AWS",5,8,79.3,99,Placed,13.1
MECH20221605,MECH,6.92,0,1,"Flask, Excel",2,7,70.5,74.8,Placed,9.3
EEE20231606,EEE,6.29,0,2,"Python, SQL, Java",3,3,78.3,67.3,Placed,10.3
CSE20241607,CSE,7.38,0,0,Flask,1,4,72,82.9,Placed,9.7
MECH20211608,MECH,6.25,3,0,"C++, Communication",2,6,68.4,49.9,Not Placed,
CIVIL20221609,CIVIL,8.16,2,2,"SQL, Communication",2,6,82,77.3,Not Placed,
CIVIL20231610,CIVIL,7.86,0,1,"Machine Learning, C++",2,6,85.7,75.2,Not Placed,
EEE20241611,EEE,7.93,0,0,"Django, Communication, Excel, Data Structures",4,6,61.4,75.5,Placed,11
EEE20211612,EEE,6.17,0,0,Data Structures,1,5,77.9,80.5,Not Placed,
CIVIL20221613,CIVIL,8.87,0,2,"React, C++, Flask, Python",4,7,80.5,85.5,Placed,14.6
CSE20231614,CSE,6.93,0,0,"React, Machine Learning, Django, C++",4,8,82.3,81.1,Placed,12.7
